sale_date,sale_price,bedrooms,bathrooms,living_area_sqft,lot_area_sqft,floors,waterfront,house_condition,overall_grade,above_basement_sqft,basement_sqft,house_age_years,renovation_year,zipcode,latitude,longitude,living_area_renovated_sqft,lot_area_renovated_sqft,Renovated,Price per sqft
  8/14/17,"625,000.00",4,2.5,"3,190.00","27,806.00",2.00,No,Fair,9,"3,190.00",0.00,21,0,98010,47.34,-122.03,"2,810.00","28,619.00",No,195.92
  11/14/17,"378,000.00",3,1.5,"1,000.00","6,914.00",1.00,No,Fair,7,"1,000.00",0.00,71,0,98125,47.71,-122.32,"1,000.00","6,947.00",No,378.00
  6/14/17,"239,950.00",3,1.75,"1,670.00","6,900.00",1.00,No,Fair,7,"1,170.00",500.00,40,0,98023,47.30,-122.38,"1,740.00","7,000.00",No,143.68
  11/14/17,"550,000.00",4,2,"2,100.00","4,500.00",1.00,No,Excellent,7,"1,060.00","1,040.00",94,0,98105,47.67,-122.32,"1,920.00","3,900.00",No,261.90
  4/15/16,"325,000.00",2,1,"1,010.00","6,180.00",1.00,No,Fair,6,"1,010.00",0.00,115,0,98118,47.55,-122.28,"1,560.00","6,180.00",No,321.78
  6/14/17,"831,000.00",4,2.5,"2,030.00","3,905.00",1.50,No,Good,7,"1,630.00",400.00,92,0,98103,47.65,-122.34,"2,000.00","3,905.00",No,409.36
  12/14/17,"249,000.00",3,1,"1,090.00","10,296.00",1.00,No,Good,6,"1,090.00",0.00,68,0,98028,47.77,-122.26,"1,910.00","10,296.00",No,228.44
  1/15/16,"484,000.00",4,1.75,"2,440.00","16,730.00",1.00,No,Fair,7,"1,390.00","1,050.00",42,0,98072,47.74,-122.11,"1,390.00","11,600.00",No,198.36
  11/14/17,"395,000.00",4,3,"2,500.00","6,278.00",2.00,No,Fair,9,"2,500.00",0.00,16,0,98092,47.33,-122.17,"2,700.00","7,200.00",No,158.00
  11/14/17,"839,900.00",4,2.5,"3,420.00","7,462.00",2.00,No,Fair,9,"3,420.00",0.00,16,0,98074,47.64,-122.06,"3,080.00","8,031.00",No,245.58
  11/14/17,"760,000.00",4,2.5,"2,850.00","11,000.00",2.00,No,Fair,8,"2,850.00",0.00,20,0,98052,47.68,-122.16,"1,720.00","11,000.00",No,266.67
  5/15/16,"750,000.00",4,1.5,"2,030.00","3,300.00",1.50,No,Good,8,"1,530.00",500.00,91,0,98116,47.59,-122.38,"2,610.00","5,400.00",No,369.46
  4/15/16,"1,129,575.00",5,3.75,"4,590.00","11,265.00",2.00,No,Good,10,"3,450.00","1,140.00",91,0,98112,47.64,-122.29,"3,870.00","8,996.00",No,246.09
  9/14/17,"440,000.00",3,2.5,"2,230.00","5,800.00",2.00,No,Fair,7,"2,230.00",0.00,14,0,98065,47.53,-121.85,"2,230.00","6,088.00",No,197.31
  12/14/17,"501,000.00",2,1.75,"1,810.00","7,523.00",1.00,No,Fair,8,"1,170.00",640.00,56,1980,98027,47.57,-122.09,"2,090.00","7,523.00",Yes,276.80
  9/14/17,"739,000.00",6,4.5,"4,000.00","7,500.00",2.00,No,Fair,7,"4,000.00",0.00,40,0,98122,47.61,-122.31,"1,380.00","6,298.00",No,184.75
  9/14/17,"685,650.00",3,1.75,"1,490.00","16,200.00",1.00,No,Excellent,8,"1,490.00",0.00,60,0,98005,47.59,-122.18,"2,070.00","16,200.00",No,460.17
  6/14/17,"1,010,000.00",4,4.5,"4,225.00","284,011.00",2.00,No,Good,10,"4,225.00",0.00,33,0,98074,47.61,-122.02,"2,870.00","14,576.00",No,239.05
  9/14/17,"980,000.00",4,1.75,"2,120.00","4,000.00",1.50,No,Good,8,"1,920.00",200.00,89,0,98105,47.66,-122.28,"2,300.00","4,000.00",No,462.26
  9/14/17,"275,000.00",3,1.5,"1,030.00","7,184.00",1.00,No,Good,7,"1,030.00",0.00,50,0,98056,47.51,-122.19,"1,330.00","7,262.00",No,266.99
  5/14/17,"319,950.00",4,1.75,"2,310.00","8,045.00",1.00,No,Good,7,"1,650.00",660.00,42,0,98058,47.46,-122.17,"1,790.00","8,086.00",No,138.51
  3/15/16,"448,500.00",3,2.25,"1,830.00","7,943.00",2.00,No,Fair,8,"1,830.00",0.00,33,0,98028,47.75,-122.25,"2,100.00","8,070.00",No,245.08
  6/14/17,"437,000.00",5,2,"2,120.00","137,565.00",1.50,No,Fair,7,"2,120.00",0.00,105,0,98070,47.46,-122.51,"2,120.00","157,123.00",No,206.13
  11/14/17,"330,000.00",4,1.5,"2,500.00","9,448.00",1.00,No,Good,7,"1,250.00","1,250.00",52,0,98106,47.52,-122.34,"1,640.00","9,490.00",No,132.00
  12/14/17,"365,000.00",3,2.5,"2,470.00","7,700.00",2.00,No,Good,8,"2,470.00",0.00,28,0,98031,47.41,-122.17,"2,400.00","7,700.00",No,147.77
  11/14/17,"329,000.00",2,1,940.00,"7,700.00",1.00,No,Good,6,940.00,0.00,102,0,98133,47.71,-122.35,"1,290.00","7,375.00",No,350.00
  6/14/17,"681,500.00",5,2.75,"3,260.00","11,700.00",1.00,No,Fair,8,"1,630.00","1,630.00",54,0,98008,47.62,-122.10,"2,860.00","11,700.00",No,209.05
  5/14/17,"566,000.00",3,2.25,"1,660.00","10,140.00",1.00,No,Good,8,"1,370.00",290.00,38,0,98052,47.69,-122.13,"2,100.00","10,125.00",No,340.96
  10/14/17,"897,500.00",4,3,"4,370.00","217,882.00",2.00,No,Fair,10,"4,370.00",0.00,34,0,98053,47.66,-122.03,"2,430.00","35,096.00",No,205.38
  12/14/17,"738,000.00",3,2.5,"2,620.00","9,112.00",2.00,No,Fair,9,"2,620.00",0.00,23,0,98052,47.70,-122.12,"2,620.00","9,067.00",No,281.68
  4/15/16,"185,000.00",3,1.75,"1,500.00","7,800.00",1.00,No,Fair,7,"1,500.00",0.00,50,0,98092,47.31,-122.19,"1,490.00","7,800.00",No,123.33
  3/15/16,"445,000.00",2,1,910.00,"7,200.00",1.00,No,Good,7,830.00,80.00,82,0,98136,47.51,-122.39,"1,700.00","7,200.00",No,489.01
  3/15/16,"175,000.00",3,1.75,"1,430.00","4,920.00",1.00,No,Okay,6,"1,430.00",0.00,61,0,98118,47.54,-122.28,"1,550.00","5,646.00",No,122.38
  11/14/17,"315,000.00",2,1,900.00,"8,556.00",1.00,No,Fair,6,760.00,140.00,77,0,98136,47.51,-122.39,"1,500.00","8,556.00",No,350.00
  6/14/17,"445,000.00",4,1.75,"1,250.00","7,400.00",1.00,No,Excellent,6,"1,250.00",0.00,59,0,98008,47.62,-122.12,990.00,"7,600.00",No,356.00
  8/14/17,"1,129,575.00",5,3,"3,850.00","14,990.00",1.00,No,Good,9,"2,290.00","1,560.00",54,0,98004,47.64,-122.22,"3,010.00","15,001.00",No,293.40
  11/14/17,"832,500.00",4,2.5,"3,450.00","35,100.00",2.00,No,Fair,10,"3,450.00",0.00,31,0,98052,47.73,-122.11,"3,110.00","35,894.00",No,241.30
  7/14/17,"771,150.00",4,3.5,"3,950.00","12,320.00",2.00,No,Fair,10,"3,950.00",0.00,17,0,98065,47.54,-121.87,"3,920.00","11,086.00",No,195.23
  5/14/17,"225,000.00",4,1.5,"1,950.00","12,559.00",1.50,No,Fair,6,"1,950.00",0.00,79,0,98188,47.44,-122.28,"1,950.00","9,178.00",No,115.38
  9/14/17,"389,950.00",3,2.5,"1,700.00","6,396.00",2.00,No,Fair,7,"1,700.00",0.00,15,0,98065,47.53,-121.87,"1,700.00","4,444.00",No,229.38
  8/14/17,"435,000.00",3,2.5,"2,370.00","6,082.00",2.00,No,Fair,7,"2,370.00",0.00,14,0,98065,47.53,-121.85,"2,690.00","6,152.00",No,183.54
  3/15/16,"845,000.00",3,1.75,"1,600.00","2,538.00",2.00,No,Fair,7,"1,600.00",0.00,89,0,98102,47.64,-122.33,"1,660.00","1,750.00",No,528.13
  7/14/17,"1,129,575.00",4,1.75,"4,060.00","5,500.00",2.00,No,Excellent,9,"2,660.00","1,400.00",94,0,98102,47.64,-122.32,"3,320.00","5,500.00",No,278.22
  7/14/17,"350,000.00",3,2.25,"1,322.00","1,796.00",2.00,No,Fair,8,"1,087.00",235.00,13,0,98144,47.60,-122.30,"1,690.00","2,025.00",No,264.75
  7/14/17,"250,000.00",3,1.75,"1,140.00","10,400.00",1.00,No,Good,7,"1,140.00",0.00,35,0,98003,47.26,-122.31,"1,280.00","9,800.00",No,219.30
  4/15/16,"370,000.00",2,1.5,"1,280.00","2,096.00",2.00,No,Fair,7,"1,080.00",200.00,11,0,98144,47.59,-122.31,"1,340.00","7,452.00",No,289.06
  7/14/17,"750,000.00",4,2.5,"3,080.00","4,553.00",2.50,No,Fair,8,"3,080.00",0.00,10,0,98052,47.71,-122.11,"2,750.00","4,929.00",No,243.51
  8/14/17,"439,950.00",2,1.75,"1,210.00","3,000.00",1.00,No,Excellent,7,910.00,300.00,112,0,98117,47.68,-122.37,"1,260.00","3,000.00",No,363.60
  11/14/17,"395,000.00",4,1.75,"1,950.00","10,219.00",1.00,No,Fair,7,"1,950.00",0.00,56,0,98133,47.75,-122.34,"1,500.00","9,099.00",No,202.56
  8/14/17,"375,000.00",4,1,"1,450.00","6,820.00",1.50,No,Fair,6,"1,450.00",0.00,71,0,98133,47.71,-122.35,"1,450.00","6,820.00",No,258.62
  5/14/17,"263,000.00",3,2.25,"1,590.00","7,748.00",2.00,No,Good,7,"1,590.00",0.00,27,0,98003,47.29,-122.30,"1,590.00","7,606.00",No,165.41
  12/14/17,"185,000.00",3,1,"1,240.00","9,198.00",1.50,No,Good,7,"1,240.00",0.00,59,0,98032,47.37,-122.30,"1,170.00","8,970.00",No,149.19
  2/15/16,"500,000.00",3,1,"1,440.00","54,315.00",1.00,No,Fair,7,790.00,650.00,44,0,98075,47.59,-122.01,"2,690.00","40,518.00",No,347.22
  9/14/17,"920,000.00",4,2.5,"3,470.00","10,045.00",2.00,No,Fair,10,"3,470.00",0.00,25,0,98027,47.55,-122.10,"4,370.00","12,359.00",No,265.13
  10/14/17,"936,000.00",7,3.75,"5,100.00","21,802.00",2.00,No,Fair,10,"3,640.00","1,460.00",17,0,98075,47.60,-122.04,"3,350.00","10,005.00",No,183.53
  5/14/17,"1,129,575.00",3,1.75,"2,430.00","12,757.00",1.00,No,Good,8,"1,340.00","1,090.00",66,0,98004,47.62,-122.21,"2,930.00","12,450.00",No,464.85
  10/14/17,"1,100,000.00",3,2.25,"2,420.00","7,200.00",1.00,No,Fair,8,"1,420.00","1,000.00",70,0,98115,47.69,-122.28,"2,500.00","7,200.00",No,454.55
  1/15/16,"247,000.00",3,2.5,"1,510.00","10,875.00",1.00,No,Fair,7,"1,150.00",360.00,28,0,98003,47.35,-122.30,"1,810.00","9,916.00",No,163.58
  4/15/16,"289,500.00",3,1,"1,200.00","5,525.00",1.00,No,Okay,7,"1,200.00",0.00,71,0,98115,47.70,-122.33,"1,580.00","7,200.00",No,241.25
  6/14/17,"432,500.00",3,2.5,"2,240.00","6,396.00",2.00,No,Fair,7,"2,240.00",0.00,16,0,98065,47.54,-121.88,"2,610.00","5,128.00",No,193.08
  3/15/16,"680,000.00",3,1.75,"1,870.00","4,320.00",1.00,No,Good,7,970.00,900.00,98,0,98103,47.67,-122.36,"1,810.00","3,900.00",No,363.64
  5/14/17,"589,000.00",3,1,"1,110.00","6,000.00",1.50,No,Excellent,7,"1,110.00",0.00,86,0,98199,47.65,-122.40,"1,420.00","6,000.00",No,530.63
  12/14/17,"756,450.00",4,2,"3,210.00","8,400.00",1.50,No,Excellent,7,"2,040.00","1,170.00",104,0,98136,47.53,-122.39,"2,540.00","6,458.00",No,235.65
  4/15/16,"536,650.00",3,1.75,"2,090.00","8,910.00",1.00,No,Fair,8,"1,230.00",860.00,43,0,98034,47.71,-122.22,"2,310.00","10,695.00",No,256.77
  7/14/17,"540,000.00",3,2.25,"1,320.00","1,800.00",2.00,No,Fair,7,"1,320.00",0.00,24,0,98122,47.61,-122.29,"2,010.00","4,500.00",No,409.09
  4/15/16,"385,000.00",3,1.75,"1,340.00","3,850.00",1.00,No,Good,7,"1,340.00",0.00,58,0,98125,47.71,-122.29,"1,540.00","7,645.00",No,287.31
  9/14/17,"485,000.00",3,1,"1,020.00","6,120.00",1.00,No,Fair,7,"1,020.00",0.00,77,0,98115,47.68,-122.29,"2,370.00","6,695.00",No,475.49
  9/14/17,"240,000.00",3,2,"1,220.00","17,652.00",1.00,No,Good,7,"1,220.00",0.00,38,0,98059,47.47,-122.10,"1,990.00","17,652.00",No,196.72
  3/15/16,"415,500.00",3,2,"1,220.00","17,652.00",1.00,No,Good,7,"1,220.00",0.00,38,0,98059,47.47,-122.10,"1,990.00","17,652.00",No,340.57
  11/14/17,"550,000.00",3,2,"1,390.00","2,688.00",1.50,No,Excellent,7,"1,390.00",0.00,103,0,98117,47.68,-122.37,"1,440.00","2,900.00",No,395.68
  9/14/17,"1,129,575.00",4,2,"2,970.00","5,400.00",2.50,No,Good,9,"2,970.00",0.00,118,0,98112,47.62,-122.31,"2,500.00","5,040.00",No,380.33
  7/14/17,"430,000.00",2,2,"1,440.00","213,008.00",2.00,No,Good,7,"1,440.00",0.00,28,0,98070,47.36,-122.46,"1,630.00","161,172.00",No,298.61
  11/14/17,"415,000.00",2,1.75,"1,550.00","4,257.00",1.00,No,Fair,7,830.00,720.00,65,0,98136,47.53,-122.38,"1,920.00","5,100.00",No,267.74
  1/15/16,"365,000.00",4,2.5,"1,904.00","8,200.00",2.00,No,Excellent,7,"1,904.00",0.00,19,0,98010,47.31,-122.00,"1,560.00","12,426.00",No,191.70
  12/14/17,"257,000.00",4,1.5,"1,400.00","8,500.00",2.00,No,Fair,7,"1,400.00",0.00,43,0,98001,47.33,-122.28,"1,580.00","7,650.00",No,183.57
  6/14/17,"420,000.00",3,2.5,"2,140.00","3,821.00",2.00,No,Fair,8,"2,140.00",0.00,13,0,98029,47.55,-122.00,"2,860.00","3,841.00",No,196.26
  9/14/17,"338,995.00",3,1.75,"1,320.00","9,450.00",1.00,No,Excellent,7,"1,320.00",0.00,75,0,98166,47.46,-122.35,"1,320.00","8,315.00",No,256.81
  4/15/16,"615,000.00",3,1.75,"2,620.00","8,280.00",1.00,No,Good,7,"1,330.00","1,290.00",70,0,98177,47.72,-122.36,"1,530.00","8,160.00",No,234.73
  12/14/17,"312,500.00",4,0.5,"2,300.00","5,570.00",2.00,No,Fair,8,"2,300.00",0.00,22,0,98092,47.33,-122.17,"1,820.00","6,371.00",No,135.87
  5/14/17,"513,000.00",4,2.5,"2,000.00","5,684.00",2.00,No,Fair,8,"2,000.00",0.00,22,0,98028,47.74,-122.22,"2,210.00","7,066.00",No,256.50
  1/15/16,"857,500.00",4,2.75,"2,960.00","5,040.00",2.00,No,Fair,9,"2,210.00",750.00,66,1993,98116,47.57,-122.41,"2,270.00","5,500.00",Yes,289.70
  12/14/17,"1,060,000.00",3,2.75,"2,700.00","22,343.00",1.50,No,Good,10,"2,700.00",0.00,41,0,98040,47.57,-122.21,"3,390.00","15,682.00",No,392.59
  7/14/17,"585,000.00",3,1.75,"1,740.00","9,500.00",1.00,No,Good,8,"1,150.00",590.00,60,0,98146,47.49,-122.37,"2,110.00","9,450.00",No,336.21
  10/14/17,"350,500.00",2,2.5,"1,770.00","4,950.00",1.00,No,Fair,7,"1,770.00",0.00,15,0,98038,47.35,-122.03,"1,770.00","4,500.00",No,198.02
  10/14/17,"215,000.00",3,2,"1,290.00","9,312.00",1.00,No,Fair,7,"1,290.00",0.00,71,0,98168,47.48,-122.33,"1,650.00","7,300.00",No,166.67
  6/14/17,"440,000.00",4,2,"1,450.00","8,400.00",1.50,No,Good,7,"1,450.00",0.00,56,0,98034,47.73,-122.24,"1,450.00","7,440.00",No,303.45
  4/15/16,"270,000.00",3,2.25,"1,420.00","7,800.00",1.00,No,Good,7,"1,130.00",290.00,33,0,98042,47.36,-122.16,"1,460.00","7,800.00",No,190.14
  10/14/17,"385,000.00",3,0.75,"1,330.00","7,020.00",1.00,No,Excellent,7,"1,330.00",0.00,94,0,98126,47.54,-122.38,"1,410.00","5,802.00",No,289.47
  11/14/17,"688,500.00",3,1.75,"1,760.00","4,125.00",1.50,No,Good,7,"1,760.00",0.00,91,0,98103,47.67,-122.35,"1,760.00","4,000.00",No,391.19
  5/14/17,"700,000.00",3,1.75,"2,010.00","4,905.00",1.00,No,Excellent,7,"1,230.00",780.00,106,0,98122,47.61,-122.31,"2,210.00","1,834.00",No,348.26
  8/14/17,"585,000.00",5,2,"2,560.00","14,467.00",1.00,No,Fair,8,"1,280.00","1,280.00",58,0,98006,47.55,-122.18,"2,200.00","10,267.00",No,228.52
  2/15/16,"401,000.00",2,1.5,"1,260.00","2,625.00",2.00,No,Good,7,"1,260.00",0.00,35,0,98052,47.67,-122.15,"1,260.00","2,625.00",No,318.25
  3/15/16,"655,000.00",4,2.25,"2,420.00","7,725.00",1.00,No,Good,8,"1,890.00",530.00,46,0,98052,47.63,-122.09,"1,740.00","7,944.00",No,270.66
  6/14/17,"317,000.00",3,1,"1,010.00","5,400.00",1.00,No,Fair,6,"1,010.00",0.00,59,0,98144,47.57,-122.29,960.00,"5,400.00",No,313.86
  5/15/16,"500,000.00",4,2.5,"1,770.00","8,155.00",1.50,No,Good,6,"1,770.00",0.00,48,1993,98034,47.72,-122.17,"1,460.00","7,360.00",Yes,282.49
  10/14/17,"314,963.00",2,1,890.00,"6,350.00",1.00,No,Fair,6,890.00,0.00,75,0,98103,47.70,-122.36,"1,490.00","6,350.00",No,353.89
  10/14/17,"715,000.00",3,1.5,"1,670.00","5,060.00",2.00,No,Excellent,7,"1,670.00",0.00,93,0,98126,47.57,-122.38,"1,670.00","5,118.00",No,428.14
  10/14/17,"280,000.00",3,2.25,"1,360.00","9,600.00",2.00,No,Fair,7,"1,360.00",0.00,26,0,98045,47.47,-121.75,"1,200.00","10,400.00",No,205.88
  6/14/17,"531,000.00",3,2.5,"2,120.00","9,736.00",2.00,No,Fair,9,"2,120.00",0.00,30,0,98011,47.74,-122.22,"2,490.00","8,763.00",No,250.47
  9/14/17,"617,000.00",3,2.5,"1,910.00","4,488.00",2.00,No,Fair,8,"1,910.00",0.00,20,0,98007,47.62,-122.14,"1,530.00","3,696.00",No,323.04
  10/14/17,"440,000.00",4,1,"1,480.00","7,560.00",1.50,No,Fair,7,"1,480.00",0.00,78,0,98177,47.71,-122.36,"1,480.00","7,560.00",No,297.30
  7/14/17,"140,000.00",3,1,"1,090.00","10,114.00",1.00,No,Good,7,"1,090.00",0.00,63,0,98002,47.30,-122.22,"1,380.00","7,800.00",No,128.44
  2/15/16,"661,000.00",4,1.75,"1,670.00","13,125.00",1.00,No,Excellent,8,"1,670.00",0.00,45,0,98052,47.63,-122.10,"2,360.00","12,500.00",No,395.81
  4/15/16,"697,000.00",4,1.75,"1,670.00","13,125.00",1.00,No,Excellent,8,"1,670.00",0.00,45,0,98052,47.63,-122.10,"2,360.00","12,500.00",No,417.37
  6/14/17,"1,129,575.00",5,2.75,"3,650.00","13,297.00",2.00,No,Excellent,9,"2,750.00",900.00,49,0,98040,47.55,-122.23,"2,900.00","11,568.00",No,309.47
  9/14/17,"535,000.00",4,2,"1,970.00","3,515.00",1.00,No,Excellent,8,"1,030.00",940.00,49,0,98115,47.69,-122.31,"1,650.00","4,275.00",No,271.57
  3/15/16,"404,500.00",2,2,"1,320.00","3,060.00",1.50,No,Good,6,"1,320.00",0.00,108,0,98118,47.56,-122.28,"1,410.00","3,264.00",No,306.44
  11/14/17,"396,500.00",3,1,"1,710.00","5,110.00",1.00,No,Fair,7,"1,100.00",610.00,64,0,98126,47.53,-122.38,"1,310.00","5,110.00",No,231.87
  3/15/16,"450,000.00",3,2.25,"1,740.00","9,488.00",1.00,No,Good,8,"1,180.00",560.00,41,0,98056,47.53,-122.17,"1,880.00","8,615.00",No,258.62
  1/15/16,"605,000.00",3,3.25,"2,200.00","2,400.00",2.00,No,Fair,8,"1,740.00",460.00,30,0,98119,47.63,-122.37,"2,200.00","3,600.00",No,275.00
  9/14/17,"699,000.00",3,2,"2,010.00","4,320.00",2.00,No,Fair,9,"2,010.00",0.00,19,0,98118,47.52,-122.26,"1,640.00","5,225.00",No,347.76
  6/14/17,"805,000.00",3,3,"3,910.00","19,023.00",2.00,No,Fair,10,"3,910.00",0.00,33,0,98014,47.70,-121.91,"1,860.00","15,001.00",No,205.88
  2/15/16,"156,000.00",1,0.75,470.00,"15,000.00",1.00,No,Fair,4,470.00,0.00,71,0,98014,47.66,-121.91,"1,730.00","22,500.00",No,331.91
  3/15/16,"595,000.00",4,2.5,"2,330.00","7,064.00",1.00,No,Good,8,"1,780.00",550.00,34,0,98052,47.70,-122.10,"1,740.00","8,075.00",No,255.36
  7/14/17,"285,000.00",3,1.75,"1,930.00","7,200.00",1.50,No,Fair,6,"1,930.00",0.00,89,0,98065,47.53,-121.81,"1,350.00","9,000.00",No,147.67
  3/15/16,"725,000.00",4,2.5,"3,270.00","6,055.00",2.00,No,Fair,9,"3,270.00",0.00,11,0,98056,47.54,-122.19,"2,740.00","7,367.00",No,221.71
  11/14/17,"216,300.00",3,2.5,"1,650.00","5,000.00",2.00,No,Fair,8,"1,650.00",0.00,33,0,98023,47.32,-122.39,"1,720.00","5,000.00",No,131.09
  10/14/17,"410,000.00",4,2.75,"2,220.00","8,450.00",1.00,No,Good,7,"1,260.00",960.00,35,0,98059,47.48,-122.16,"1,580.00","8,450.00",No,184.68
  9/14/17,"597,000.00",2,1.75,"2,470.00","4,600.00",1.00,No,Good,7,"1,140.00","1,330.00",102,0,98126,47.56,-122.38,"1,790.00","5,175.00",No,241.70
  2/15/16,"325,000.00",3,1,"1,300.00","9,300.00",1.00,No,Good,7,"1,300.00",0.00,41,0,98077,47.76,-122.07,"1,300.00","10,064.00",No,250.00
  4/15/16,"355,000.00",5,2.75,"2,530.00","9,375.00",1.00,No,Excellent,7,"1,530.00","1,000.00",52,0,98030,47.37,-122.21,"2,250.00","8,200.00",No,140.32
  12/14/17,"338,000.00",3,1.5,"2,400.00","8,215.00",1.00,No,Fair,7,"1,200.00","1,200.00",57,0,98146,47.50,-122.34,"1,460.00","8,217.00",No,140.83
  11/14/17,"210,000.00",4,2.25,"1,500.00","5,393.00",2.00,No,Fair,7,"1,500.00",0.00,19,0,98001,47.34,-122.26,"1,700.00","5,917.00",No,140.00
  8/14/17,"423,000.00",4,1.75,"1,700.00","9,000.00",1.00,No,Fair,7,"1,700.00",0.00,51,0,98034,47.73,-122.18,"1,930.00","7,818.00",No,248.82
  2/15/16,"249,500.00",4,1.5,"2,120.00","8,554.00",1.00,No,Good,7,"1,170.00",950.00,41,0,98002,47.29,-122.20,"1,790.00","8,554.00",No,117.69
  1/15/16,"325,000.00",4,2.5,"2,240.00","5,105.00",2.00,No,Good,8,"2,240.00",0.00,16,0,98042,47.39,-122.17,"1,920.00","5,288.00",No,145.09
  3/15/16,"257,000.00",3,1.75,"1,540.00","8,223.00",1.00,No,Good,7,"1,070.00",470.00,31,0,98042,47.37,-122.09,"1,240.00","8,113.00",No,166.88
  4/15/16,"550,000.00",3,1.75,"1,890.00","100,623.00",1.00,No,Fair,8,"1,890.00",0.00,40,0,98053,47.65,-121.98,"2,110.00","50,529.00",No,291.01
  11/14/17,"490,000.00",3,1,"1,260.00","9,638.00",2.00,No,Good,7,"1,260.00",0.00,98,0,98033,47.68,-122.18,"1,760.00","7,822.00",No,388.89
  2/15/16,"299,000.00",2,1.5,"1,160.00","3,838.00",2.00,No,Fair,7,"1,160.00",0.00,35,0,98034,47.73,-122.16,"1,410.00","3,780.00",No,257.76
  11/14/17,"295,000.00",2,1,"1,300.00","39,639.00",1.00,No,Good,6,"1,300.00",0.00,58,0,98070,47.47,-122.45,"1,880.00","98,881.00",No,226.92
  10/14/17,"630,000.00",4,2.5,"3,220.00","14,463.00",2.00,No,Fair,8,"3,220.00",0.00,40,0,98074,47.63,-122.05,"2,550.00","12,109.00",No,195.65
  4/15/16,"320,000.00",4,1.5,"2,020.00","8,474.00",1.00,No,Excellent,7,"1,010.00","1,010.00",56,0,98058,47.46,-122.17,"1,720.00","8,166.00",No,158.42
  4/15/16,"1,110,000.00",4,2.5,"2,990.00","8,640.00",1.00,No,Excellent,8,"2,100.00",890.00,59,0,98005,47.59,-122.17,"2,270.00","8,800.00",No,371.24
  9/14/17,"398,000.00",4,1,"1,420.00","6,458.00",1.00,No,Good,7,"1,420.00",0.00,65,0,98117,47.70,-122.36,"1,670.00","6,350.00",No,280.28
  5/14/17,"218,000.00",3,1,"1,020.00","7,874.00",1.00,No,Fair,7,"1,020.00",0.00,62,0,98106,47.52,-122.35,"1,290.00","7,320.00",No,213.73
  3/15/16,"590,000.00",4,2.75,"2,400.00","104,108.00",2.00,No,Fair,8,"2,400.00",0.00,30,0,98027,47.47,-121.99,"2,270.00","54,450.00",No,245.83
  6/14/17,"1,129,575.00",5,3,"3,640.00","8,239.00",2.00,No,Fair,10,"2,540.00","1,100.00",36,0,98008,47.58,-122.11,"3,330.00","10,643.00",No,310.32
  12/14/17,"348,500.00",2,2.25,"1,550.00","1,824.00",2.00,No,Fair,8,"1,550.00",0.00,11,0,98106,47.54,-122.37,"1,460.00","1,826.00",No,224.84
  7/14/17,"592,500.00",2,2,"1,870.00","4,751.00",1.00,No,Fair,8,"1,870.00",0.00,12,0,98053,47.71,-122.02,"2,170.00","5,580.00",No,316.84
  6/14/17,"505,000.00",3,2.5,"2,340.00","5,957.00",2.00,No,Fair,8,"2,340.00",0.00,23,0,98028,47.73,-122.24,"2,340.00","6,604.00",No,215.81
  10/14/17,"1,129,575.00",5,4.25,"3,350.00","3,600.00",2.00,No,Fair,10,"2,260.00","1,090.00",4,0,98119,47.64,-122.36,"1,810.00","3,600.00",No,337.19
  7/14/17,"502,000.00",3,1,"1,710.00","5,000.00",1.00,No,Excellent,7,"1,140.00",570.00,97,0,98116,47.57,-122.39,"1,670.00","4,000.00",No,293.57
  6/14/17,"257,500.00",2,2,"1,180.00","9,265.00",1.00,No,Fair,7,"1,180.00",0.00,78,0,98125,47.73,-122.30,460.00,"18,000.00",No,218.22
  7/14/17,"405,000.00",3,1.5,"1,600.00","7,500.00",1.00,No,Fair,7,"1,600.00",0.00,52,0,98034,47.72,-122.18,"1,700.00","7,500.00",No,253.13
  3/15/16,"427,000.00",3,1.75,"1,300.00","5,111.00",1.00,No,Good,7,"1,300.00",0.00,59,0,98115,47.70,-122.31,"1,370.00","5,111.00",No,328.46
  12/14/17,"290,000.00",3,1.5,"1,040.00","9,997.00",1.00,No,Good,7,"1,040.00",0.00,63,0,98155,47.76,-122.30,"1,040.00","8,699.00",No,278.85
  3/15/16,"222,000.00",3,1,"1,220.00","7,695.00",1.00,No,Fair,7,"1,220.00",0.00,64,0,98106,47.52,-122.34,"1,210.00","7,412.00",No,181.97
  12/14/17,"315,000.00",3,2.5,"2,240.00","6,097.00",2.00,No,Fair,8,"2,240.00",0.00,16,0,98038,47.35,-122.04,"2,240.00","5,574.00",No,140.63
  6/14/17,"371,000.00",3,1.5,"1,420.00","4,500.00",1.00,No,Fair,7,"1,420.00",0.00,59,0,98103,47.69,-122.33,"1,540.00","6,375.00",No,261.27
  6/14/17,"279,900.00",3,1.75,"1,580.00","6,620.00",1.00,No,Fair,7,"1,580.00",0.00,30,0,98003,47.28,-122.30,"1,580.00","8,137.00",No,177.15
  4/15/16,"250,000.00",3,1.5,"2,390.00","23,522.00",1.00,No,Okay,7,"1,890.00",500.00,80,1968,98059,47.48,-122.09,"2,430.00","23,958.00",Yes,104.60
  5/14/17,"599,000.00",4,2.25,"2,260.00","29,930.00",2.00,No,Good,8,"1,400.00",860.00,41,0,98006,47.57,-122.13,"2,770.00","29,930.00",No,265.04
